Line Segment Data	2569 items	kilometer
M1125959	M1125974	0.064815835	1PH-XX2_ACSR1/0_TPX-C
M1089122	P860892	0.031346834	1PH-XX2_ACSR2_ACSR-C
M1108311	L2898526	0.024674093	1PH-XX2_ACSR2_ACSR-C
L3160862	L3104850	0.13216499	1PH-XX2_ACSR2_ACSR-C
L3197661	L3122848	0.067951518	1PH-XX2_ACSR2_ACSR-C
M1108368	L2897770	0.070383343	1PH-XX2_ACSR2_ACSR-C
M1026808	N1140520	0.004706699	1PH-XX2_ACSR2_ACSR-C
M1108345	M1108347	0.038716091	1PH-XX2_ACSR2_ACSR-C
M1047299	L3104157	0.055049483	1PH-XX2_ACSR2_ACSR-C
M1108356	L2842390	0.069434561	1PH-XX2_ACSR2_ACSR-C
M1069437	N1139259	0.045339546	1PH-XX2_ACSR2_ACSR-C
P827575	M1069437	0.005084751	1PH-XX2_ACSR2_ACSR-C
M1026886	P895409	0.00967571	1PH-XX2_ACSR2_ACSR-C
L3176661	L2970804	0.077039939	1PH-XX2_ACSR2_ACSR-C
M1026706	N1140822	0.011126771	1PH-XX2_ACSR2_ACSR-C
M3037449	M1108375	0.018370264	1PH-XX2_ACSR2_ACSR-C
M1166393	M1166395	0.065649313	1PH-XX2_ACSR2_ACSR-C
M1027071	L3235241	0.014734205	1PH-XX2_ACSR2_ACSR-C
M1166396	M1166399	0.06722853	1PH-XX2_ACSR2_ACSR-C
M1209824	M1209828	0.251213	1PH-XX2_ACSR2_ACSR-C
P827561	M1026705	0.006755107	1PH-XX2_ACSR2_ACSR-C
L2897769	L3778577	0.055122545	1PH-XX2_ACSR2_ACSR-C
M1026655	N1141475	0.010338123	1PH-XX2_ACSR2_ACSR-C
M1108328	L2767414	0.03644873	1PH-XX2_ACSR2_ACSR-C
L2972704	L3263051	0.05319975	1PH-XX2_ACSR2_ACSR-C
M1069311	M1069312	0.026470907	1PH-XX2_ACSR2_ACSR-C
M1026709	P827561	0.005748868	1PH-XX2_ACSR2_ACSR-C
M1108364	L2897766	0.09614005	1PH-XX2_ACSR2_ACSR-C
M1142873	L3552667	0.055319246	1PH-XX2_ACSR2_ACSR-C
M1069438	P827575	0.010054597	1PH-XX2_ACSR2_ACSR-C
N1136995	M1047613	0.012638343	1PH-XX2_ACSR2_ACSR-C
N1139259	L2710543	0.035630631	1PH-XX2_ACSR2_ACSR-C
M1026662	N1140832	0.008879245	1PH-XX2_ACSR2_ACSR-C
N1140522	L2822870	0.015752827	1PH-XX2_ACSR2_ACSR-C
M1026844	N1147861	0.007591336	1PH-XX2_ACSR2_ACSR-C
M1089213	P895089	0.009351547	1PH-XX2_ACSR2_ACSR-C
P895409	N1137998	0.012075293	1PH-XX2_ACSR2_ACSR-C
L2955006	L2692600	0.059907485	1PH-XX2_ACSR2_ACSR-C
L3029505	L2673318	0.099578149	1PH-XX2_ACSR2_ACSR-C
L3254219	L3254220	0.064169262	1PH-XX2_ACSR2_ACSR-C
M3037540	L2710509	0.003342785	1PH-XX2_ACSR2_ACSR-C
M1166370	M1166364	0.04751172	1PH-XX2_ACSR2_ACSR-C
M1108520	L2804277	0.053893847	1PH-XX2_ACSR2_ACSR-C
M1108524	M1108520	0.037542714	1PH-XX2_ACSR2_ACSR-C
P827507	N1137956	0.011229795	1PH-XX2_ACSR2_ACSR-C
N1140829	M1026703	0.005590196	1PH-XX2_ACSR2_ACSR-C
M1027027	L3270853	0.043117748	1PH-XX2_ACSR2_ACSR-C
M1069481	P827507	0.009805515	1PH-XX2_ACSR2_ACSR-C
M1108355	M1108352	0.087328751	1PH-XX2_ACSR2_ACSR-C
M1069356	M1069363	0.066843652	1PH-XX2_ACSR2_ACSR-C
M1069488	M1069489	0.073337611	1PH-XX2_ACSR2_ACSR-C
P860892	N1139543	0.010731814	1PH-XX2_ACSR2_ACSR-C
M1047319	L2991921	0.036270301	1PH-XX2_ACSR2_ACSR-C
M1069365	L3235243	0.081838646	1PH-XX2_ACSR2_ACSR-C
M4122657	L3027124	0.22078337	1PH-XX2_ACSR2_ACSR-C
M1209823	M1209824	0.092131093	1PH-XX2_ACSR2_ACSR-C
M1069548	N1136358	0.020600495	1PH-XX2_ACSR2_ACSR-C
N1136357	L2897790	0.039983603	1PH-XX2_ACSR2_ACSR-C
N1140520	L2729410	0.022726989	1PH-XX2_ACSR2_ACSR-C
L3235242	M1089195	0.13761906	1PH-XX2_ACSR2_ACSR-C
M1027073	L2879089	0.046282094	1PH-XX2_ACSR2_ACSR-C
M1069363	M1069364	0.092626593	1PH-XX2_ACSR2_ACSR-C
L2937757	L3067448	0.080852063	1PH-XX2_ACSR2_ACSR-C
M1047615	N1136995	0.013479895	1PH-XX2_ACSR2_ACSR-C
L2933120	L3104117	0.25048137	1PH-XX2_ACSR2_ACSR-C
N1137996	L3178979	0.007286016	1PH-XX2_ACSR2_ACSR-C
P901931	M1069548	0.004854897	1PH-XX2_ACSR2_ACSR-C
L2897790	L2935566	0.070433661	1PH-XX2_ACSR2_ACSR-C
L3048228	L2991940	0.090753125	1PH-XX2_ACSR2_ACSR-C
L2804957	L3048937	0.0596413	1PH-XX2_ACSR2_ACSR-C
M1047318	L3254205	0.38587464	1PH-XX2_ACSR2_ACSR-C
M1108508	L3097861	0.091439774	1PH-XX2_ACSR2_ACSR-C
M1108328	L2875754	0.021267162	1PH-XX2_ACSR2_ACSR-C
L3048890	M1166402	0.06200381	1PH-XX2_ACSR2_ACSR-C
L2861157	P901951	0.12134881	1PH-XX2_ACSR2_ACSR-C
L2895496	M1142873	0.050561264	1PH-XX2_ACSR2_ACSR-C
M1069199	L2785525	0.071779005	1PH-XX2_ACSR2_ACSR-C
L2766746	M1027073	0.11047955	1PH-XX2_ACSR2_ACSR-C
M1089195	L3141393	0.11273397	1PH-XX2_ACSR2_ACSR-C
M1108347	M1108355	0.091572689	1PH-XX2_ACSR2_ACSR-C
P895111	L2895496	0.069855343	1PH-XX2_ACSR2_ACSR-C
L3198356	M1108345	0.060868406	1PH-XX2_ACSR2_ACSR-C
M1089188	L2673306	0.075730529	1PH-XX2_ACSR2_ACSR-C
M1026795	N1140522	0.013557509	1PH-XX2_ACSR2_ACSR-C
N1141475	M1009655	0.007967513	1PH-XX2_ACSR2_ACSR-C
L2710509	M1108364	0.10315318	1PH-XX2_ACSR2_ACSR-C
P895089	L3235242	0.060507038	1PH-XX2_ACSR2_ACSR-C
N1136661	L3029505	0.027193143	1PH-XX2_ACSR2_ACSR-C
L3010565	L2897775	0.14082596	1PH-XX2_ACSR2_ACSR-C
M1069489	L2933120	0.073841527	1PH-XX2_ACSR2_ACSR-C
M1108375	L3160793	0.053841963	1PH-XX2_ACSR2_ACSR-C
N1147860	L3177881	0.018515922	1PH-XX2_ACSR2_ACSR-C
M1166395	M1166400	0.080858108	1PH-XX2_ACSR2_ACSR-C
L2822870	L2766725	0.063731931	1PH-XX2_ACSR2_ACSR-C
M1069494	L2745806	0.060959964	1PH-XX2_ACSR2_ACSR-C
N1140832	L2841631	0.026124769	1PH-XX2_ACSR2_ACSR-C
M1108540	L2955006	0.024567968	1PH-XX2_ACSR2_ACSR-C
L3235241	L2691941	0.15419145	1PH-XX2_ACSR2_ACSR-C
L3160105	L3235251	0.083813116	1PH-XX2_ACSR2_ACSR-C
M1026834	N1147860	0.008916507	1PH-XX2_ACSR2_ACSR-C
M1209828	L3253570	0.040172433	1PH-XX2_ACSR2_ACSR-C
L2727795	L2972704	0.03205862	1PH-XX2_ACSR2_ACSR-C
M1108514	M1108508	0.097536207	1PH-XX2_ACSR2_ACSR-C
L3104117	M1069494	0.12576711	1PH-XX2_ACSR2_ACSR-C
L3552667	L3160862	0.19910166	1PH-XX2_ACSR2_ACSR-C
M1069335	P827564	0.011811697	1PH-XX2_ACSR2_ACSR-C
N1137956	L3141396	0.050795351	1PH-XX2_ACSR2_ACSR-C
M1026705	L2710532	0.035041943	1PH-XX2_ACSR2_ACSR-C
M1142874	P895111	0.008075879	1PH-XX2_ACSR2_ACSR-C
M1026852	L2785529	0.008081203	1PH-XX2_ACSR2_ACSR-C
L2822862	L3066806	0.064627831	1PH-XX2_ACSR2_ACSR-C
L3263051	M1069199	0.071430896	1PH-XX2_ACSR2_ACSR-C
M1047580	N1136672	0.010589057	1PH-XX2_ACSR2_ACSR-C
N1137998	M1026895	0.023830404	1PH-XX2_ACSR2_ACSR-C
M1166393	L2745811	0.12357774	1PH-XX2_ACSR2_ACSR-C
N1136358	L2729423	0.01900507	1PH-XX2_ACSR2_ACSR-C
M1089132	L2691950	0.038035264	1PH-XX2_ACSR2_ACSR-C
M1069210	L3085400	0.081150367	1PH-XX2_ACSR2_ACSR-C
N1140822	L2935560	0.044886604	1PH-XX2_ACSR2_ACSR-C
N1138606	M1069335	0.032257081	1PH-XX2_ACSR2_ACSR-C
L3254870	M1125943	0.47797118	1PH-XX2_ACSR2_ACSR-C
L3048937	L3176661	0.10817978	1PH-XX2_ACSR2_ACSR-C
L3141396	L3066808	0.16038314	1PH-XX2_ACSR2_ACSR-C
M1009651	L2879092	0.052730212	1PH-XX2_ACSR2_ACSR-C
M1108520	M1108514	0.097536109	1PH-XX2_ACSR2_ACSR-C
L2897776	L3254215	0.14532174	1PH-XX2_ACSR2_ACSR-C
M1125979	L2917255	0.090878176	1PH-XX2_ACSR2_ACSR-C
M1108350	L3198356	0.069334159	1PH-XX2_ACSR2_ACSR-C
M1209828	L2861157	0.073689395	1PH-XX2_ACSR2_ACSR-C
L2766716	L3235245	0.068674679	1PH-XX2_ACSR2_ACSR-C
M1125974	M1125979	0.040063137	1PH-XX2_ACSR2_ACSR-C
L2691950	L2916609	0.070973758	1PH-XX2_ACSR2_ACSR-C
L3235267	M1027068	0.063913156	1PH-XX2_ACSR2_ACSR-C
L3778577	L3141395	0.063932769	1PH-XX2_ACSR2_ACSR-C
M1026898	L3197661	0.002910431	1PH-XX2_ACSR2_ACSR-C
M1069548	N1136357	0.018661964	1PH-XX2_ACSR2_ACSR-C
L2820528	L2745799	0.03047914	1PH-XX2_ACSR2_ACSR-C
M1026705	N1140829	0.007013415	1PH-XX2_ACSR2_ACSR-C
M1108361	L3048228	0.032840991	1PH-XX2_ACSR2_ACSR-C
M1027068	L3235268	0.09095332	1PH-XX2_ACSR2_ACSR-C
M1166400	L3179637	0.073732263	1PH-XX2_ACSR2_ACSR-C
M1069364	M1069365	0.046203788	1PH-XX2_ACSR2_ACSR-C
M1166358	L3030205	0.061513435	1PH-XX2_ACSR2_ACSR-C
M1047534	N1136661	0.007905941	1PH-XX2_ACSR2_ACSR-C
P827564	M1069348	0.061480018	1PH-XX2_ACSR2_ACSR-C
N1147861	L3122818	0.061203806	1PH-XX2_ACSR2_ACSR-C
M1027071	L3235267	0.066493594	1PH-XX2_ACSR2_ACSR-C
M4113347	N1138606	0.015026527	1PH-XX2_ACSR2_ACSR-C
L3253570	L2937757	0.08870806	1PH-XX2_ACSR2_ACSR-C
M1166402	L3048889	0.093617383	1PH-XX2_ACSR2_ACSR-C
M1069225	L3122819	0.064433452	1PH-XX2_ACSR2_ACSR-C
M1069549	P901931	0.005570575	1PH-XX2_ACSR2_ACSR-C
N1139543	L2727795	0.04963526	1PH-XX2_ACSR2_ACSR-C
M1166364	M1166358	0.074635397	1PH-XX2_ACSR2_ACSR-C
L2841645	L3066829	0.030017105	1PH-XX2_ACSR2_ACSR-C
M1108352	M1108356	0.092219304	1PH-XX2_ACSR2_ACSR-C
M1047613	M1047612	0.000383926	1PH-XX2_ACSR2_ACSR-C
L2841630	L2954352	0.028375835	1PH-XX2_ACSR2_ACSR-C
N1139258	L3066810	0.040660731	1PH-XX2_ACSR2_ACSR-C
M1027027	L2766746	0.117201	1PH-XX2_ACSR2_ACSR-C
M1089170	L3029497	0.047361663	1PH-XX2_ACSR2_ACSR-C
M1069437	N1139258	0.011259482	1PH-XX2_ACSR2_ACSR-C
L2745811	M4122657	0.054434969	1PH-XX2_ACSR2_ACSR-C
M1108526	P895075	0.009619398	1PH-XX2_ACSR2_ACSR-C
M1026895	L2820528	0.060959583	1PH-XX2_ACSR2_ACSR-C
M1047558	N1137996	0.00607771	1PH-XX2_ACSR2_ACSR-C
M1166399	L3048890	0.083550264	1PH-XX2_ACSR2_ACSR-C
L3048889	M1166407	0.087471195	1PH-XX2_ACSR2_ACSR-C
M1069348	M1069356	0.096898284	1PH-XX2_ACSR2_ACSR-C
M1166395	M1166396	0.007736482	1PH-XX2_ACSR2_ACSR-C
N1136672	L3253995	0.012162605	1PH-XX2_ACSR2_ACSR-C
L2841638	L2860492	0.091219271	1PH-XX2_ACSR2_ACSR-C
M1027068	M1027066	0.13130898	1PH-XX2_ACSR2_ACSR-C
M1108356	L2674052	0.062357056	1PH-XX2_ACSR2_ACSR-C
M1027073	M1027071	0.095826227	1PH-XX2_ACSR2_ACSR-C
M1027073	L3104118	0.081689537	1PH-XX2_ACSR2_ACSR-C
P895075	M1108524	0.005415493	1PH-XX2_ACSR2_ACSR-C
L3104118	L2748126	0.079775933	1PH-XX2_ACSR2_ACSR-C
L3067448	L2763407	0.25450911	1PH-XX2_ACSR2_ACSR-C
M1047478	L3254209	0.030196886	1PH-XX2_ACSR4_DPX-C
M1026824	P859694	0.00674828	1PH-XX4_ACSR1/0_ACSR-C
L2801950	M1069224	0.032899004	1PH-XX4_ACSR1/0_TPX-C
M1026700	N1140821	0.011150478	1PH-XX4_ACSR2_ACSR-C
N1140821	L3189188	0.015854812	1PH-XX4_ACSR2_ACSR-C
M1047720	L2954345	0.091167993	1PH-XX4_ACSR4_ACSR-C
M1108331	M1108334	0.098752113	1PH-XX4_ACSR4_ACSR-C
M1166394	M1166398	0.065980208	1PH-XX4_ACSR4_ACSR-C
L3048230	L2991943	0.069129407	1PH-XX4_ACSR4_ACSR-C
L3178977	L3160105	0.059637862	1PH-XX4_ACSR4_ACSR-C
M1108529	P829796	0.006097707	1PH-XX4_ACSR4_ACSR-C
N1140523	L2766724	0.021858014	1PH-XX4_ACSR4_ACSR-C
N1141480	P895113	0.00623321	1PH-XX4_ACSR4_ACSR-C
P829975	L3160871	0.012453696	1PH-XX4_ACSR4_ACSR-C
M1089158	M1089162	0.17992968	1PH-XX4_ACSR4_ACSR-C
L2748125	L2673303	0.053941046	1PH-XX4_ACSR4_ACSR-C
M1142833	L2767408	0.052196709	1PH-XX4_ACSR4_ACSR-C
N1142107	L3101827	0.11117648	1PH-XX4_ACSR4_ACSR-C
P895113	L2711225	0.068865553	1PH-XX4_ACSR4_ACSR-C
L2711225	L3030200	0.098919551	1PH-XX4_ACSR4_ACSR-C
M1142832	P829962	0.004586538	1PH-XX4_ACSR4_ACSR-C
L2767408	L3217053	0.045350322	1PH-XX4_ACSR4_ACSR-C
M1026357	L3178997	0.058505513	1PH-XX4_ACSR4_ACSR-C
M1047303	L3048230	0.28226112	1PH-XX4_ACSR4_ACSR-C
L2785524	M1069201	0.020896539	1PH-XX4_ACSR4_ACSR-C
M1108344	M1108353	0.12437427	1PH-XX4_ACSR4_ACSR-C
M1149249	M1142880	0.23218861	1PH-XX4_ACSR4_ACSR-C
M1089155	M3037540	0.072945826	1PH-XX4_ACSR4_ACSR-C
M1108335	M1108340	0.20055145	1PH-XX4_ACSR4_ACSR-C
L3104154	L3104155	0.040423174	1PH-XX4_ACSR4_ACSR-C
P859694	L2746587	0.016094425	1PH-XX4_ACSR4_ACSR-C
P827505	N1137958	0.004577468	1PH-XX4_ACSR4_ACSR-C
L2841625	L3010566	0.087098691	1PH-XX4_ACSR4_ACSR-C
M1069488	L2748125	0.056973392	1PH-XX4_ACSR4_ACSR-C
M1089165	L3216343	0.15301291	1PH-XX4_ACSR4_ACSR-C
M1089165	L2748128	0.043027603	1PH-XX4_ACSR4_ACSR-C
M1027041	L3010564	0.070453536	1PH-XX4_ACSR4_ACSR-C
M1069147	L3066801	0.036397234	1PH-XX4_ACSR4_ACSR-C
L3160863	L2730108	0.31076031	1PH-XX4_ACSR4_ACSR-C
M1108331	M1108335	0.16548162	1PH-XX4_ACSR4_ACSR-C
L2860486	L3141399	0.10095102	1PH-XX4_ACSR4_ACSR-C
M1069148	L2673309	0.10723408	1PH-XX4_ACSR4_ACSR-C
M1166391	M1166394	0.086352891	1PH-XX4_ACSR4_ACSR-C
M1026363	L2897779	0.08942633	1PH-XX4_ACSR4_ACSR-C
M3036170	L3197642	0.051685646	1PH-XX4_ACSR4_ACSR-C
M1089163	L3066807	0.090738761	1PH-XX4_ACSR4_ACSR-C
L3086002	M1126031	0.086015877	1PH-XX4_ACSR4_ACSR-C
L3216343	L3082981	0.074457787	1PH-XX4_ACSR4_ACSR-C
L2842330	L3086002	0.057142699	1PH-XX4_ACSR4_ACSR-C
M1069208	L2691945	0.023432322	1PH-XX4_ACSR4_ACSR-C
L2785517	L3066809	0.10003477	1PH-XX4_ACSR4_ACSR-C
M1026783	M1026784	0.008151386	1PH-XX4_ACSR4_ACSR-C
M1069205	M1069208	0.036301599	1PH-XX4_ACSR4_ACSR-C
M1108524	N1136031	0.035289303	1PH-XX4_ACSR4_ACSR-C
226-23745	M1209822	0.5210015	1PH-XX4_ACSR4_ACSR-C
M1108334	L2692664	0.039182384	1PH-XX4_ACSR4_ACSR-C
M1108540	L3235945	0.085523799	1PH-XX4_ACSR4_ACSR-C
M1089165	L3197627	0.12675949	1PH-XX4_ACSR4_ACSR-C
M1069147	L2879055	0.059709357	1PH-XX4_ACSR4_ACSR-C
M1089102	M1089096	0.16953267	1PH-XX4_ACSR4_ACSR-C
M1108340	M1108344	0.069981853	1PH-XX4_ACSR4_ACSR-C
M1069218	L2954351	0.090257827	1PH-XX4_ACSR4_ACSR-C
N1137958	M1047478	0.088720467	1PH-XX4_ACSR4_ACSR-C
M1069206	L2841625	0.15208658	1PH-XX4_ACSR4_ACSR-C
L3030126	L3254870	0.047985955	1PH-XX4_ACSR4_ACSR-C
L2820583	M1108354	0.15411203	1PH-XX4_ACSR4_ACSR-C
M1089162	M1089165	0.25799577	1PH-XX4_ACSR4_ACSR-C
M1089096	M1089093	0.087449344	1PH-XX4_ACSR4_ACSR-C
N1136359	L3008237	0.028799533	1PH-XX4_ACSR4_ACSR-C
M1047292	L2766750	0.058227302	1PH-XX4_ACSR4_ACSR-C
M1108350	M1108360	0.23778577	1PH-XX4_ACSR4_ACSR-C
M1108315	P860843	0.011607495	1PH-XX4_ACSR4_ACSR-C
L2822865	L2916606	0.077356436	1PH-XX4_ACSR4_ACSR-C
M1069202	L3104126	0.090638275	1PH-XX4_ACSR4_ACSR-C
M1047513	P901913	0.006254868	1PH-XX4_ACSR4_ACSR-C
P829962	M1142835	0.006128772	1PH-XX4_ACSR4_ACSR-C
M1047592	P827512	0.003656151	1PH-XX4_ACSR4_ACSR-C
M1069218	L2860486	0.003507542	1PH-XX4_ACSR4_ACSR-C
N1230121	M1108316	0.015067643	1PH-XX4_ACSR4_ACSR-C
L2729406	L2897768	0.19477261	1PH-XX4_ACSR4_ACSR-C
L3045895	M1108329	0.0895898	1PH-XX4_ACSR4_ACSR-C
L2730108	L2786204	0.084358676	1PH-XX4_ACSR4_ACSR-C
M4113345	L3197640	0.080636962	1PH-XX4_ACSR4_ACSR-C
M1089155	L2935550	0.079830209	1PH-XX4_ACSR4_ACSR-C
M1047732	N1137987	0.011951532	1PH-XX4_ACSR4_ACSR-C
M3037455	L3217052	0.071310138	1PH-XX4_ACSR4_ACSR-C
M1166398	L3142050	0.070215549	1PH-XX4_ACSR4_ACSR-C
M1069456	L2897806	0.063070091	1PH-XX4_ACSR4_ACSR-C
M1089160	M1089163	0.083819726	1PH-XX4_ACSR4_ACSR-C
M1108329	L2935552	0.15260179	1PH-XX4_ACSR4_ACSR-C
L2748128	M1089170	0.17393541	1PH-XX4_ACSR4_ACSR-C
L2764411	L2767343	0.054923627	1PH-XX4_ACSR4_ACSR-C
M1166386	L2898515	0.20000233	1PH-XX4_ACSR4_ACSR-C
P901932	N1136359	0.004977619	1PH-XX4_ACSR4_ACSR-C
L2991943	M1047319	0.077486727	1PH-XX4_ACSR4_ACSR-C
L2879055	L2973144	0.090923459	1PH-XX4_ACSR4_ACSR-C
M1142835	M1142833	0.010835079	1PH-XX4_ACSR4_ACSR-C
L2952007	L2861158	0.12654648	1PH-XX4_ACSR4_ACSR-C
M1026784	N1140523	0.015708774	1PH-XX4_ACSR4_ACSR-C
L3235945	L2842330	0.031983754	1PH-XX4_ACSR4_ACSR-C
M1142880	L2891575	0.098918918	1PH-XX4_ACSR4_ACSR-C
M1125968	P895107	0.008451514	1PH-XX4_ACSR4_ACSR-C
L3122817	L2673314	0.055775246	1PH-XX4_ACSR4_ACSR-C
L2954344	L2897767	0.050920906	1PH-XX4_ACSR4_ACSR-C
P895107	L3030126	0.087619339	1PH-XX4_ACSR4_ACSR-C
N1137987	L3027156	0.039096857	1PH-XX4_ACSR4_ACSR-C
M1026331	L3214055	0.06095942	1PH-XX4_ACSR4_ACSR-C
M1047737	N1137989	0.011775482	1PH-XX4_ACSR4_ACSR-C
M1026883	M1026898	0.06162683	1PH-XX4_ACSR4_ACSR-C
L2897779	L2804261	0.09655664	1PH-XX4_ACSR4_ACSR-C
N1137989	L3122814	0.03598119	1PH-XX4_ACSR4_ACSR-C
L3342743	M1026883	0.28241939	1PH-XX4_ACSR4_ACSR-C
L3048888	M1149249	0.11056544	1PH-XX4_ACSR4_ACSR-C
M1026891	N1147863	0.009432757	1PH-XX4_ACSR4_ACSR-C
M1126031	L3179608	0.033311703	1PH-XX4_ACSR4_ACSR-C
L3030203	L3179673	0.054166013	1PH-XX4_ACSR4_ACSR-C
M3037455	L3086074	0.087769898	1PH-XX4_ACSR4_ACSR-C
P901913	L3157708	0.023108605	1PH-XX4_ACSR4_ACSR-C
L2724120	M1069149	0.00510622	1PH-XX4_ACSR4_ACSR-C
L2804261	L3178980	0.097256107	1PH-XX4_ACSR4_ACSR-C
P827501	N1140516	0.004305831	1PH-XX4_ACSR4_ACSR-C
M1069174	L2841629	0.058260649	1PH-XX4_ACSR4_ACSR-C
M1166386	L3048966	0.063107702	1PH-XX4_ACSR4_ACSR-C
L2897767	L3254208	0.13009723	1PH-XX4_ACSR4_ACSR-C
M1069556	P901932	0.006455801	1PH-XX4_ACSR4_ACSR-C
M1026830	P827511	0.002757947	1PH-XX4_ACSR4_ACSR-C
L3027156	L2860481	0.11381058	1PH-XX4_ACSR4_ACSR-C
M1069217	L2841626	0.004068265	1PH-XX4_ACSR4_ACSR-C
N1147867	D5837361-8_INT	0.00591651	1PH-XX4_ACSR4_ACSR-C
M1108328	L3160878	0.20874377	1PH-XX4_ACSR4_ACSR-C
L3067506	M1166386	0.053306571	1PH-XX4_ACSR4_ACSR-C
L2767414	M1108331	0.14570188	1PH-XX4_ACSR4_ACSR-C
M1108331	L3045895	0.00203151	1PH-XX4_ACSR4_ACSR-C
M1108368	L3085393	0.070351763	1PH-XX4_ACSR4_ACSR-C
P827511	N1140527	0.011886465	1PH-XX4_ACSR4_ACSR-C
L2916606	L2822864	0.061698468	1PH-XX4_ACSR4_ACSR-C
M1027027	M1027014	0.16802828	1PH-XX4_ACSR4_ACSR-C
M1108340	L2916605	0.013260654	1PH-XX4_ACSR4_ACSR-C
M1027041	L2916607	0.069873819	1PH-XX4_ACSR4_ACSR-C
M1069148	L2785518	0.027522384	1PH-XX4_ACSR4_ACSR-C
L2936216	226-23745	0.093656544	1PH-XX4_ACSR4_ACSR-C
M1209819	L2936216	0.049975742	1PH-XX4_ACSR4_ACSR-C
M1047316	L2766728	0.034407731	1PH-XX4_ACSR4_ACSR-C
M1089177	L2729406	0.13773994	1PH-XX4_ACSR4_ACSR-C
L2991640	M1089160	0.1026322	1PH-XX4_ACSR4_ACSR-C
M1108360	L3048968	0.05497669	1PH-XX4_ACSR4_ACSR-C
M1069201	L3010565	0.14443382	1PH-XX4_ACSR4_ACSR-C
L3179682	L2786274	0.027728997	1PH-XX4_ACSR4_ACSR-C
N1140527	L3342743	0.14101673	1PH-XX4_ACSR4_ACSR-C
M1069136	L2841638	0.048545043	1PH-XX4_ACSR4_ACSR-C
L3235266	L2801950	0.079408777	1PH-XX4_ACSR4_ACSR-C
M1166387	L3198347	0.11685199	1PH-XX4_ACSR4_ACSR-C
L2786204	M1209819	0.072043559	1PH-XX4_ACSR4_ACSR-C
P827520	N1139545	0.006405147	1PH-XX4_ACSR4_ACSR-C
M1089162	L2991640	0.11381753	1PH-XX4_ACSR4_ACSR-C
L2710515	M1027027	0.13863572	1PH-XX4_ACSR4_ACSR-C
L3010564	L2710515	0.12358944	1PH-XX4_ACSR4_ACSR-C
L3122837	L3048222	0.15077835	1PH-XX4_ACSR4_ACSR-C
L2898515	M1166387	0.059605868	1PH-XX4_ACSR4_ACSR-C
L2820590	M1108328	0.05542785	1PH-XX4_ACSR4_ACSR-C
M1209800	P829957	0.010089816	1PH-XX4_ACSR4_ACSR-C
M1069156	L2710510	0.020983316	1PH-XX4_ACSR4_ACSR-C
M1069224	M1069218	0.11962879	1PH-XX4_ACSR4_ACSR-C
M1069149	M1069148	0.061908103	1PH-XX4_ACSR4_ACSR-C
M1108340	L3085394	0.10240012	1PH-XX4_ACSR4_ACSR-C
L3104155	M1069456	0.063737975	1PH-XX4_ACSR4_ACSR-C
P827512	N1136994	0.016077465	1PH-XX4_ACSR4_ACSR-C
M1126031	L2730107	0.13288728	1PH-XX4_ACSR4_ACSR-C
L3178997	M1026363	0.032944768	1PH-XX4_ACSR4_ACSR-C
M1209800	L2839332	0.054784733	1PH-XX4_ACSR4_ACSR-C
M1089162	L3197626	0.10808381	1PH-XX4_ACSR4_ACSR-C
M1142863	N1141480	0.004605174	1PH-XX4_ACSR4_ACSR-C
M1047483	P827505	0.007828481	1PH-XX4_ACSR4_ACSR-C
M1069213	L3178977	0.040925899	1PH-XX4_ACSR4_ACSR-C
L2991933	L3122837	0.083273252	1PH-XX4_ACSR4_ACSR-C
M1069456	N1147867	0.022670171	1PH-XX4_ACSR4_ACSR-C
P829796	N1142107	0.026919099	1PH-XX4_ACSR4_ACSR-C
N1137991	M4113345	0.043396699	1PH-XX4_ACSR4_ACSR-C
L2973144	L2724120	0.16784973	1PH-XX4_ACSR4_ACSR-C
M3037540	L2822862	0.058362953	1PH-XX4_ACSR4_ACSR-C
M1209788	M1209795	0.075326287	1PH-XX4_ACSR4_ACSR-C
L3101827	M1108540	0.15052207	1PH-XX4_ACSR4_ACSR-C
L3160878	L2917336	0.1946039	1PH-XX4_ACSR4_ACSR-C
M1047319	M1047318	0.074070287	1PH-XX4_ACSR4_ACSR-C
L2746587	N1147858	0.022822254	1PH-XX4_ACSR4_ACSR-C
M1069208	M1069213	0.1415619	1PH-XX4_ACSR4_ACSR-C
N1136994	L2785521	0.039025006	1PH-XX4_ACSR4_ACSR-C
M1069487	L2954344	0.068551861	1PH-XX4_ACSR4_ACSR-C
M1069217	L2954350	0.088367371	1PH-XX4_ACSR4_ACSR-C
M1142835	L3104853	0.037359557	1PH-XX4_ACSR4_ACSR-C
M1089112	P827520	0.004631519	1PH-XX4_ACSR4_ACSR-C
P829957	L3160863	0.16494813	1PH-XX4_ACSR4_ACSR-C
L2785518	L2766717	0.076352169	1PH-XX4_ACSR4_ACSR-C
N1140516	M1089176	0.1259863	1PH-XX4_ACSR4_ACSR-C
L2954350	M1069206	0.11483186	1PH-XX4_ACSR4_ACSR-C
M1047478	L2766716	0.042513904	1PH-XX4_ACSR4_ACSR-C
N1147863	L3122817	0.004395476	1PH-XX4_ACSR4_ACSR-C
M1166407	L2952007	0.15049572	1PH-XX4_ACSR4_ACSR-C
L3160871	L3030203	0.089472099	1PH-XX4_ACSR4_ACSR-C
M1108354	M1108350	0.078143973	1PH-XX4_ACSR4_ACSR-C
