Line Segment Data	6400 items	feet
27-16	Y-PQ	0	0	0	0	40	20
28-16	Y-PQ	0	0	0	0	40	20
29-16	Y-PQ	0	0	0	0	40	20
30-16	Y-PQ	0	0	0	0	40	20
31-16	Y-PQ	0	0	0	0	40	20
32-16	Y-PQ	0	0	0	0	40	20
33-16	Y-PQ	0	0	0	0	40	20
34-16	Y-PQ	0	0	0	0	40	20
35-16	Y-PQ	0	0	0	0	40	20
36-16	Y-PQ	0	0	0	0	40	20
37-16	Y-PQ	0	0	0	0	40	20
38-16	Y-PQ	0	0	0	0	40	20
39-16	Y-PQ	0	0	0	0	40	20
40-16	Y-PQ	0	0	0	0	40	20
41-16	Y-PQ	0	0	0	0	40	20
42-16	Y-PQ	0	0	0	0	40	20
43-16	Y-PQ	0	0	0	0	40	20
44-16	Y-PQ	0	0	0	0	40	20
45-16	Y-PQ	0	0	0	0	40	20
46-16	Y-PQ	0	0	0	0	40	20
47-16	Y-PQ	0	0	0	0	40	20
48-16	Y-PQ	0	0	0	0	40	20
49-16	Y-PQ	0	0	0	0	40	20
50-16	Y-PQ	0	0	0	0	40	20
1-17	Y-PQ	0	0	0	0	20	10
2-17	Y-PQ	0	0	0	0	20	10
3-17	Y-PQ	0	0	0	0	20	10
4-17	Y-PQ	0	0	0	0	20	10
5-17	Y-PQ	0	0	0	0	20	10
6-17	Y-PQ	0	0	0	0	20	10
7-17	Y-PQ	0	0	0	0	20	10
8-17	Y-PQ	0	0	0	0	20	10
9-17	Y-PQ	0	0	0	0	20	10
10-17	Y-PQ	0	0	0	0	20	10
11-17	Y-PQ	0	0	0	0	20	10
12-17	Y-PQ	0	0	0	0	20	10
13-17	Y-PQ	0	0	0	0	20	10
14-17	Y-PQ	0	0	0	0	20	10
15-17	Y-PQ	0	0	0	0	20	10
16-17	Y-PQ	0	0	0	0	20	10
17-17	Y-PQ	0	0	0	0	20	10
18-17	Y-PQ	0	0	0	0	20	10
19-17	Y-PQ	0	0	0	0	20	10
20-17	Y-PQ	0	0	0	0	20	10
21-17	Y-PQ	0	0	0	0	20	10
22-17	Y-PQ	0	0	0	0	20	10
23-17	Y-PQ	0	0	0	0	20	10
24-17	Y-PQ	0	0	0	0	20	10
25-17	Y-PQ	0	0	0	0	20	10
26-17	Y-PQ	0	0	0	0	20	10
27-17	Y-PQ	0	0	0	0	20	10
28-17	Y-PQ	0	0	0	0	20	10
29-17	Y-PQ	0	0	0	0	20	10
30-17	Y-PQ	0	0	0	0	20	10
31-17	Y-PQ	0	0	0	0	20	10
32-17	Y-PQ	0	0	0	0	20	10
33-17	Y-PQ	0	0	0	0	20	10
34-17	Y-PQ	0	0	0	0	20	10
35-17	Y-PQ	0	0	0	0	20	10
36-17	Y-PQ	0	0	0	0	20	10
37-17	Y-PQ	0	0	0	0	20	10
38-17	Y-PQ	0	0	0	0	20	10
39-17	Y-PQ	0	0	0	0	20	10
40-17	Y-PQ	0	0	0	0	20	10
41-17	Y-PQ	0	0	0	0	20	10
42-17	Y-PQ	0	0	0	0	20	10
43-17	Y-PQ	0	0	0	0	20	10
44-17	Y-PQ	0	0	0	0	20	10
45-17	Y-PQ	0	0	0	0	20	10
46-17	Y-PQ	0	0	0	0	20	10
47-17	Y-PQ	0	0	0	0	20	10
48-17	Y-PQ	0	0	0	0	20	10
49-17	Y-PQ	0	0	0	0	20	10
50-17	Y-PQ	0	0	0	0	20	10
1-19	Y-PQ	40	20	0	0	0	0
2-19	Y-PQ	40	20	0	0	0	0
3-19	Y-PQ	40	20	0	0	0	0
4-19	Y-PQ	40	20	0	0	0	0
5-19	Y-PQ	40	20	0	0	0	0
6-19	Y-PQ	40	20	0	0	0	0
7-19	Y-PQ	40	20	0	0	0	0
8-19	Y-PQ	40	20	0	0	0	0
9-19	Y-PQ	40	20	0	0	0	0
10-19	Y-PQ	40	20	0	0	0	0
11-19	Y-PQ	40	20	0	0	0	0
12-19	Y-PQ	40	20	0	0	0	0
13-19	Y-PQ	40	20	0	0	0	0
14-19	Y-PQ	40	20	0	0	0	0
15-19	Y-PQ	40	20	0	0	0	0
16-19	Y-PQ	40	20	0	0	0	0
17-19	Y-PQ	40	20	0	0	0	0
18-19	Y-PQ	40	20	0	0	0	0
19-19	Y-PQ	40	20	0	0	0	0
20-19	Y-PQ	40	20	0	0	0	0
21-19	Y-PQ	40	20	0	0	0	0
22-19	Y-PQ	40	20	0	0	0	0
23-19	Y-PQ	40	20	0	0	0	0
24-19	Y-PQ	40	20	0	0	0	0
25-19	Y-PQ	40	20	0	0	0	0
26-19	Y-PQ	40	20	0	0	0	0
27-19	Y-PQ	40	20	0	0	0	0
28-19	Y-PQ	40	20	0	0	0	0
29-19	Y-PQ	40	20	0	0	0	0
30-19	Y-PQ	40	20	0	0	0	0
31-19	Y-PQ	40	20	0	0	0	0
32-19	Y-PQ	40	20	0	0	0	0
33-19	Y-PQ	40	20	0	0	0	0
34-19	Y-PQ	40	20	0	0	0	0
35-19	Y-PQ	40	20	0	0	0	0
36-19	Y-PQ	40	20	0	0	0	0
37-19	Y-PQ	40	20	0	0	0	0
38-19	Y-PQ	40	20	0	0	0	0
39-19	Y-PQ	40	20	0	0	0	0
40-19	Y-PQ	40	20	0	0	0	0
41-19	Y-PQ	40	20	0	0	0	0
42-19	Y-PQ	40	20	0	0	0	0
43-19	Y-PQ	40	20	0	0	0	0
44-19	Y-PQ	40	20	0	0	0	0
45-19	Y-PQ	40	20	0	0	0	0
46-19	Y-PQ	40	20	0	0	0	0
47-19	Y-PQ	40	20	0	0	0	0
48-19	Y-PQ	40	20	0	0	0	0
49-19	Y-PQ	40	20	0	0	0	0
50-19	Y-PQ	40	20	0	0	0	0
1-20	Y-I	40	20	0	0	0	0
2-20	Y-I	40	20	0	0	0	0
3-20	Y-I	40	20	0	0	0	0
4-20	Y-I	40	20	0	0	0	0
5-20	Y-I	40	20	0	0	0	0
6-20	Y-I	40	20	0	0	0	0
7-20	Y-I	40	20	0	0	0	0
8-20	Y-I	40	20	0	0	0	0
9-20	Y-I	40	20	0	0	0	0
10-20	Y-I	40	20	0	0	0	0
11-20	Y-I	40	20	0	0	0	0
12-20	Y-I	40	20	0	0	0	0
13-20	Y-I	40	20	0	0	0	0
14-20	Y-I	40	20	0	0	0	0
15-20	Y-I	40	20	0	0	0	0
16-20	Y-I	40	20	0	0	0	0
17-20	Y-I	40	20	0	0	0	0
18-20	Y-I	40	20	0	0	0	0
19-20	Y-I	40	20	0	0	0	0
20-20	Y-I	40	20	0	0	0	0
21-20	Y-I	40	20	0	0	0	0
22-20	Y-I	40	20	0	0	0	0
23-20	Y-I	40	20	0	0	0	0
24-20	Y-I	40	20	0	0	0	0
25-20	Y-I	40	20	0	0	0	0
26-20	Y-I	40	20	0	0	0	0
27-20	Y-I	40	20	0	0	0	0
28-20	Y-I	40	20	0	0	0	0
29-20	Y-I	40	20	0	0	0	0
30-20	Y-I	40	20	0	0	0	0
31-20	Y-I	40	20	0	0	0	0
32-20	Y-I	40	20	0	0	0	0
33-20	Y-I	40	20	0	0	0	0
34-20	Y-I	40	20	0	0	0	0
35-20	Y-I	40	20	0	0	0	0
36-20	Y-I	40	20	0	0	0	0
37-20	Y-I	40	20	0	0	0	0
38-20	Y-I	40	20	0	0	0	0
39-20	Y-I	40	20	0	0	0	0
40-20	Y-I	40	20	0	0	0	0
41-20	Y-I	40	20	0	0	0	0
42-20	Y-I	40	20	0	0	0	0
43-20	Y-I	40	20	0	0	0	0
44-20	Y-I	40	20	0	0	0	0
45-20	Y-I	40	20	0	0	0	0
46-20	Y-I	40	20	0	0	0	0
47-20	Y-I	40	20	0	0	0	0
48-20	Y-I	40	20	0	0	0	0
49-20	Y-I	40	20	0	0	0	0
50-20	Y-I	40	20	0	0	0	0
1-22	Y-Z	0	0	40	20	0	0
2-22	Y-Z	0	0	40	20	0	0
3-22	Y-Z	0	0	40	20	0	0
4-22	Y-Z	0	0	40	20	0	0
5-22	Y-Z	0	0	40	20	0	0
6-22	Y-Z	0	0	40	20	0	0
7-22	Y-Z	0	0	40	20	0	0
8-22	Y-Z	0	0	40	20	0	0
9-22	Y-Z	0	0	40	20	0	0
10-22	Y-Z	0	0	40	20	0	0
11-22	Y-Z	0	0	40	20	0	0
12-22	Y-Z	0	0	40	20	0	0
13-22	Y-Z	0	0	40	20	0	0
14-22	Y-Z	0	0	40	20	0	0
15-22	Y-Z	0	0	40	20	0	0
16-22	Y-Z	0	0	40	20	0	0
17-22	Y-Z	0	0	40	20	0	0
18-22	Y-Z	0	0	40	20	0	0
19-22	Y-Z	0	0	40	20	0	0
20-22	Y-Z	0	0	40	20	0	0
21-22	Y-Z	0	0	40	20	0	0
22-22	Y-Z	0	0	40	20	0	0
23-22	Y-Z	0	0	40	20	0	0
24-22	Y-Z	0	0	40	20	0	0
25-22	Y-Z	0	0	40	20	0	0
26-22	Y-Z	0	0	40	20	0	0
27-22	Y-Z	0	0	40	20	0	0
28-22	Y-Z	0	0	40	20	0	0
29-22	Y-Z	0	0	40	20	0	0
30-22	Y-Z	0	0	40	20	0	0
31-22	Y-Z	0	0	40	20	0	0
32-22	Y-Z	0	0	40	20	0	0
33-22	Y-Z	0	0	40	20	0	0
34-22	Y-Z	0	0	40	20	0	0
35-22	Y-Z	0	0	40	20	0	0
36-22	Y-Z	0	0	40	20	0	0
37-22	Y-Z	0	0	40	20	0	0
38-22	Y-Z	0	0	40	20	0	0
39-22	Y-Z	0	0	40	20	0	0
40-22	Y-Z	0	0	40	20	0	0
41-22	Y-Z	0	0	40	20	0	0
42-22	Y-Z	0	0	40	20	0	0
43-22	Y-Z	0	0	40	20	0	0
44-22	Y-Z	0	0	40	20	0	0
45-22	Y-Z	0	0	40	20	0	0
46-22	Y-Z	0	0	40	20	0	0
47-22	Y-Z	0	0	40	20	0	0
48-22	Y-Z	0	0	40	20	0	0
49-22	Y-Z	0	0	40	20	0	0
50-22	Y-Z	0	0	40	20	0	0
1-24	Y-PQ	0	0	0	0	40	20
2-24	Y-PQ	0	0	0	0	40	20
3-24	Y-PQ	0	0	0	0	40	20
4-24	Y-PQ	0	0	0	0	40	20
5-24	Y-PQ	0	0	0	0	40	20
6-24	Y-PQ	0	0	0	0	40	20
7-24	Y-PQ	0	0	0	0	40	20
8-24	Y-PQ	0	0	0	0	40	20
9-24	Y-PQ	0	0	0	0	40	20
10-24	Y-PQ	0	0	0	0	40	20
11-24	Y-PQ	0	0	0	0	40	20
12-24	Y-PQ	0	0	0	0	40	20
13-24	Y-PQ	0	0	0	0	40	20
14-24	Y-PQ	0	0	0	0	40	20
15-24	Y-PQ	0	0	0	0	40	20
16-24	Y-PQ	0	0	0	0	40	20
17-24	Y-PQ	0	0	0	0	40	20
18-24	Y-PQ	0	0	0	0	40	20
19-24	Y-PQ	0	0	0	0	40	20
20-24	Y-PQ	0	0	0	0	40	20
21-24	Y-PQ	0	0	0	0	40	20
22-24	Y-PQ	0	0	0	0	40	20
23-24	Y-PQ	0	0	0	0	40	20
24-24	Y-PQ	0	0	0	0	40	20
25-24	Y-PQ	0	0	0	0	40	20
26-24	Y-PQ	0	0	0	0	40	20
27-24	Y-PQ	0	0	0	0	40	20
28-24	Y-PQ	0	0	0	0	40	20
29-24	Y-PQ	0	0	0	0	40	20
30-24	Y-PQ	0	0	0	0	40	20
31-24	Y-PQ	0	0	0	0	40	20
32-24	Y-PQ	0	0	0	0	40	20
33-24	Y-PQ	0	0	0	0	40	20
34-24	Y-PQ	0	0	0	0	40	20
35-24	Y-PQ	0	0	0	0	40	20
36-24	Y-PQ	0	0	0	0	40	20
37-24	Y-PQ	0	0	0	0	40	20
38-24	Y-PQ	0	0	0	0	40	20
39-24	Y-PQ	0	0	0	0	40	20
40-24	Y-PQ	0	0	0	0	40	20
41-24	Y-PQ	0	0	0	0	40	20
42-24	Y-PQ	0	0	0	0	40	20
43-24	Y-PQ	0	0	0	0	40	20
44-24	Y-PQ	0	0	0	0	40	20
45-24	Y-PQ	0	0	0	0	40	20
46-24	Y-PQ	0	0	0	0	40	20
47-24	Y-PQ	0	0	0	0	40	20
48-24	Y-PQ	0	0	0	0	40	20
49-24	Y-PQ	0	0	0	0	40	20
50-24	Y-PQ	0	0	0	0	40	20
1-28	Y-I	40	20	0	0	0	0
2-28	Y-I	40	20	0	0	0	0
3-28	Y-I	40	20	0	0	0	0
4-28	Y-I	40	20	0	0	0	0
5-28	Y-I	40	20	0	0	0	0
6-28	Y-I	40	20	0	0	0	0
7-28	Y-I	40	20	0	0	0	0
8-28	Y-I	40	20	0	0	0	0
9-28	Y-I	40	20	0	0	0	0
10-28	Y-I	40	20	0	0	0	0
11-28	Y-I	40	20	0	0	0	0
12-28	Y-I	40	20	0	0	0	0
13-28	Y-I	40	20	0	0	0	0
14-28	Y-I	40	20	0	0	0	0
15-28	Y-I	40	20	0	0	0	0
16-28	Y-I	40	20	0	0	0	0
17-28	Y-I	40	20	0	0	0	0
18-28	Y-I	40	20	0	0	0	0
19-28	Y-I	40	20	0	0	0	0
20-28	Y-I	40	20	0	0	0	0
21-28	Y-I	40	20	0	0	0	0
22-28	Y-I	40	20	0	0	0	0
23-28	Y-I	40	20	0	0	0	0
24-28	Y-I	40	20	0	0	0	0
25-28	Y-I	40	20	0	0	0	0
26-28	Y-I	40	20	0	0	0	0
27-28	Y-I	40	20	0	0	0	0
28-28	Y-I	40	20	0	0	0	0
29-28	Y-I	40	20	0	0	0	0
30-28	Y-I	40	20	0	0	0	0
31-28	Y-I	40	20	0	0	0	0
32-28	Y-I	40	20	0	0	0	0
33-28	Y-I	40	20	0	0	0	0
34-28	Y-I	40	20	0	0	0	0
35-28	Y-I	40	20	0	0	0	0
36-28	Y-I	40	20	0	0	0	0
37-28	Y-I	40	20	0	0	0	0
38-28	Y-I	40	20	0	0	0	0
39-28	Y-I	40	20	0	0	0	0
40-28	Y-I	40	20	0	0	0	0
41-28	Y-I	40	20	0	0	0	0
42-28	Y-I	40	20	0	0	0	0
43-28	Y-I	40	20	0	0	0	0
44-28	Y-I	40	20	0	0	0	0
45-28	Y-I	40	20	0	0	0	0
46-28	Y-I	40	20	0	0	0	0
47-28	Y-I	40	20	0	0	0	0
48-28	Y-I	40	20	0	0	0	0
49-28	Y-I	40	20	0	0	0	0
50-28	Y-I	40	20	0	0	0	0
1-29	Y-Z	40	20	0	0	0	0
2-29	Y-Z	40	20	0	0	0	0
3-29	Y-Z	40	20	0	0	0	0
4-29	Y-Z	40	20	0	0	0	0
5-29	Y-Z	40	20	0	0	0	0
6-29	Y-Z	40	20	0	0	0	0
7-29	Y-Z	40	20	0	0	0	0
8-29	Y-Z	40	20	0	0	0	0
9-29	Y-Z	40	20	0	0	0	0
10-29	Y-Z	40	20	0	0	0	0
11-29	Y-Z	40	20	0	0	0	0
12-29	Y-Z	40	20	0	0	0	0
13-29	Y-Z	40	20	0	0	0	0
14-29	Y-Z	40	20	0	0	0	0
15-29	Y-Z	40	20	0	0	0	0
16-29	Y-Z	40	20	0	0	0	0
17-29	Y-Z	40	20	0	0	0	0
18-29	Y-Z	40	20	0	0	0	0
19-29	Y-Z	40	20	0	0	0	0
20-29	Y-Z	40	20	0	0	0	0
21-29	Y-Z	40	20	0	0	0	0
22-29	Y-Z	40	20	0	0	0	0
23-29	Y-Z	40	20	0	0	0	0
24-29	Y-Z	40	20	0	0	0	0
25-29	Y-Z	40	20	0	0	0	0
26-29	Y-Z	40	20	0	0	0	0
27-29	Y-Z	40	20	0	0	0	0
28-29	Y-Z	40	20	0	0	0	0
29-29	Y-Z	40	20	0	0	0	0
30-29	Y-Z	40	20	0	0	0	0
31-29	Y-Z	40	20	0	0	0	0
32-29	Y-Z	40	20	0	0	0	0
33-29	Y-Z	40	20	0	0	0	0
34-29	Y-Z	40	20	0	0	0	0
35-29	Y-Z	40	20	0	0	0	0
36-29	Y-Z	40	20	0	0	0	0
37-29	Y-Z	40	20	0	0	0	0
38-29	Y-Z	40	20	0	0	0	0
39-29	Y-Z	40	20	0	0	0	0
40-29	Y-Z	40	20	0	0	0	0
41-29	Y-Z	40	20	0	0	0	0
42-29	Y-Z	40	20	0	0	0	0
43-29	Y-Z	40	20	0	0	0	0
44-29	Y-Z	40	20	0	0	0	0
45-29	Y-Z	40	20	0	0	0	0
46-29	Y-Z	40	20	0	0	0	0
47-29	Y-Z	40	20	0	0	0	0
48-29	Y-Z	40	20	0	0	0	0
49-29	Y-Z	40	20	0	0	0	0
50-29	Y-Z	40	20	0	0	0	0
1-30	Y-PQ	0	0	0	0	40	20
2-30	Y-PQ	0	0	0	0	40	20
3-30	Y-PQ	0	0	0	0	40	20
4-30	Y-PQ	0	0	0	0	40	20
5-30	Y-PQ	0	0	0	0	40	20
6-30	Y-PQ	0	0	0	0	40	20
7-30	Y-PQ	0	0	0	0	40	20
8-30	Y-PQ	0	0	0	0	40	20
9-30	Y-PQ	0	0	0	0	40	20
10-30	Y-PQ	0	0	0	0	40	20
11-30	Y-PQ	0	0	0	0	40	20
12-30	Y-PQ	0	0	0	0	40	20
13-30	Y-PQ	0	0	0	0	40	20
14-30	Y-PQ	0	0	0	0	40	20
15-30	Y-PQ	0	0	0	0	40	20
16-30	Y-PQ	0	0	0	0	40	20
17-30	Y-PQ	0	0	0	0	40	20
18-30	Y-PQ	0	0	0	0	40	20
19-30	Y-PQ	0	0	0	0	40	20
20-30	Y-PQ	0	0	0	0	40	20
21-30	Y-PQ	0	0	0	0	40	20
22-30	Y-PQ	0	0	0	0	40	20
23-30	Y-PQ	0	0	0	0	40	20
24-30	Y-PQ	0	0	0	0	40	20
25-30	Y-PQ	0	0	0	0	40	20
26-30	Y-PQ	0	0	0	0	40	20
27-30	Y-PQ	0	0	0	0	40	20
28-30	Y-PQ	0	0	0	0	40	20
29-30	Y-PQ	0	0	0	0	40	20
30-30	Y-PQ	0	0	0	0	40	20
31-30	Y-PQ	0	0	0	0	40	20
32-30	Y-PQ	0	0	0	0	40	20
33-30	Y-PQ	0	0	0	0	40	20
34-30	Y-PQ	0	0	0	0	40	20
35-30	Y-PQ	0	0	0	0	40	20
36-30	Y-PQ	0	0	0	0	40	20
37-30	Y-PQ	0	0	0	0	40	20
38-30	Y-PQ	0	0	0	0	40	20
39-30	Y-PQ	0	0	0	0	40	20
40-30	Y-PQ	0	0	0	0	40	20
41-30	Y-PQ	0	0	0	0	40	20
42-30	Y-PQ	0	0	0	0	40	20
43-30	Y-PQ	0	0	0	0	40	20
44-30	Y-PQ	0	0	0	0	40	20
45-30	Y-PQ	0	0	0	0	40	20
46-30	Y-PQ	0	0	0	0	40	20
47-30	Y-PQ	0	0	0	0	40	20
48-30	Y-PQ	0	0	0	0	40	20
49-30	Y-PQ	0	0	0	0	40	20
50-30	Y-PQ	0	0	0	0	40	20
1-31	Y-PQ	0	0	0	0	20	10
2-31	Y-PQ	0	0	0	0	20	10
3-31	Y-PQ	0	0	0	0	20	10
4-31	Y-PQ	0	0	0	0	20	10
5-31	Y-PQ	0	0	0	0	20	10
6-31	Y-PQ	0	0	0	0	20	10
7-31	Y-PQ	0	0	0	0	20	10
8-31	Y-PQ	0	0	0	0	20	10
9-31	Y-PQ	0	0	0	0	20	10
10-31	Y-PQ	0	0	0	0	20	10
11-31	Y-PQ	0	0	0	0	20	10
12-31	Y-PQ	0	0	0	0	20	10
13-31	Y-PQ	0	0	0	0	20	10
14-31	Y-PQ	0	0	0	0	20	10
15-31	Y-PQ	0	0	0	0	20	10
16-31	Y-PQ	0	0	0	0	20	10
17-31	Y-PQ	0	0	0	0	20	10
18-31	Y-PQ	0	0	0	0	20	10
19-31	Y-PQ	0	0	0	0	20	10
20-31	Y-PQ	0	0	0	0	20	10
21-31	Y-PQ	0	0	0	0	20	10
22-31	Y-PQ	0	0	0	0	20	10
23-31	Y-PQ	0	0	0	0	20	10
24-31	Y-PQ	0	0	0	0	20	10
25-31	Y-PQ	0	0	0	0	20	10
26-31	Y-PQ	0	0	0	0	20	10
27-31	Y-PQ	0	0	0	0	20	10
28-31	Y-PQ	0	0	0	0	20	10
29-31	Y-PQ	0	0	0	0	20	10
30-31	Y-PQ	0	0	0	0	20	10
31-31	Y-PQ	0	0	0	0	20	10
32-31	Y-PQ	0	0	0	0	20	10
33-31	Y-PQ	0	0	0	0	20	10
34-31	Y-PQ	0	0	0	0	20	10
35-31	Y-PQ	0	0	0	0	20	10
36-31	Y-PQ	0	0	0	0	20	10
37-31	Y-PQ	0	0	0	0	20	10
38-31	Y-PQ	0	0	0	0	20	10
39-31	Y-PQ	0	0	0	0	20	10
40-31	Y-PQ	0	0	0	0	20	10
41-31	Y-PQ	0	0	0	0	20	10
42-31	Y-PQ	0	0	0	0	20	10
43-31	Y-PQ	0	0	0	0	20	10
44-31	Y-PQ	0	0	0	0	20	10
45-31	Y-PQ	0	0	0	0	20	10
46-31	Y-PQ	0	0	0	0	20	10
47-31	Y-PQ	0	0	0	0	20	10
48-31	Y-PQ	0	0	0	0	20	10
49-31	Y-PQ	0	0	0	0	20	10
50-31	Y-PQ	0	0	0	0	20	10
1-32	Y-PQ	0	0	0	0	20	10
2-32	Y-PQ	0	0	0	0	20	10
3-32	Y-PQ	0	0	0	0	20	10
4-32	Y-PQ	0	0	0	0	20	10
5-32	Y-PQ	0	0	0	0	20	10
6-32	Y-PQ	0	0	0	0	20	10
7-32	Y-PQ	0	0	0	0	20	10
8-32	Y-PQ	0	0	0	0	20	10
9-32	Y-PQ	0	0	0	0	20	10
10-32	Y-PQ	0	0	0	0	20	10
11-32	Y-PQ	0	0	0	0	20	10
12-32	Y-PQ	0	0	0	0	20	10
13-32	Y-PQ	0	0	0	0	20	10
14-32	Y-PQ	0	0	0	0	20	10
15-32	Y-PQ	0	0	0	0	20	10
16-32	Y-PQ	0	0	0	0	20	10
17-32	Y-PQ	0	0	0	0	20	10
18-32	Y-PQ	0	0	0	0	20	10
19-32	Y-PQ	0	0	0	0	20	10
20-32	Y-PQ	0	0	0	0	20	10
21-32	Y-PQ	0	0	0	0	20	10
22-32	Y-PQ	0	0	0	0	20	10
23-32	Y-PQ	0	0	0	0	20	10
24-32	Y-PQ	0	0	0	0	20	10
25-32	Y-PQ	0	0	0	0	20	10
26-32	Y-PQ	0	0	0	0	20	10
27-32	Y-PQ	0	0	0	0	20	10
28-32	Y-PQ	0	0	0	0	20	10
29-32	Y-PQ	0	0	0	0	20	10
30-32	Y-PQ	0	0	0	0	20	10
31-32	Y-PQ	0	0	0	0	20	10
32-32	Y-PQ	0	0	0	0	20	10
33-32	Y-PQ	0	0	0	0	20	10
34-32	Y-PQ	0	0	0	0	20	10
35-32	Y-PQ	0	0	0	0	20	10
36-32	Y-PQ	0	0	0	0	20	10
37-32	Y-PQ	0	0	0	0	20	10
38-32	Y-PQ	0	0	0	0	20	10
39-32	Y-PQ	0	0	0	0	20	10
40-32	Y-PQ	0	0	0	0	20	10
41-32	Y-PQ	0	0	0	0	20	10
42-32	Y-PQ	0	0	0	0	20	10
43-32	Y-PQ	0	0	0	0	20	10
44-32	Y-PQ	0	0	0	0	20	10
45-32	Y-PQ	0	0	0	0	20	10
46-32	Y-PQ	0	0	0	0	20	10
47-32	Y-PQ	0	0	0	0	20	10
48-32	Y-PQ	0	0	0	0	20	10
49-32	Y-PQ	0	0	0	0	20	10
50-32	Y-PQ	0	0	0	0	20	10
1-33	Y-I	40	20	0	0	0	0
2-33	Y-I	40	20	0	0	0	0
3-33	Y-I	40	20	0	0	0	0
4-33	Y-I	40	20	0	0	0	0
5-33	Y-I	40	20	0	0	0	0
6-33	Y-I	40	20	0	0	0	0
7-33	Y-I	40	20	0	0	0	0
8-33	Y-I	40	20	0	0	0	0
9-33	Y-I	40	20	0	0	0	0
10-33	Y-I	40	20	0	0	0	0
11-33	Y-I	40	20	0	0	0	0
12-33	Y-I	40	20	0	0	0	0
13-33	Y-I	40	20	0	0	0	0
14-33	Y-I	40	20	0	0	0	0
15-33	Y-I	40	20	0	0	0	0
16-33	Y-I	40	20	0	0	0	0
17-33	Y-I	40	20	0	0	0	0
18-33	Y-I	40	20	0	0	0	0
19-33	Y-I	40	20	0	0	0	0
20-33	Y-I	40	20	0	0	0	0
21-33	Y-I	40	20	0	0	0	0
22-33	Y-I	40	20	0	0	0	0
23-33	Y-I	40	20	0	0	0	0
24-33	Y-I	40	20	0	0	0	0
25-33	Y-I	40	20	0	0	0	0
26-33	Y-I	40	20	0	0	0	0
27-33	Y-I	40	20	0	0	0	0
28-33	Y-I	40	20	0	0	0	0
29-33	Y-I	40	20	0	0	0	0
30-33	Y-I	40	20	0	0	0	0
31-33	Y-I	40	20	0	0	0	0
32-33	Y-I	40	20	0	0	0	0
33-33	Y-I	40	20	0	0	0	0
34-33	Y-I	40	20	0	0	0	0
35-33	Y-I	40	20	0	0	0	0
36-33	Y-I	40	20	0	0	0	0
37-33	Y-I	40	20	0	0	0	0
38-33	Y-I	40	20	0	0	0	0
39-33	Y-I	40	20	0	0	0	0
40-33	Y-I	40	20	0	0	0	0
41-33	Y-I	40	20	0	0	0	0
42-33	Y-I	40	20	0	0	0	0
43-33	Y-I	40	20	0	0	0	0
44-33	Y-I	40	20	0	0	0	0
45-33	Y-I	40	20	0	0	0	0
46-33	Y-I	40	20	0	0	0	0
47-33	Y-I	40	20	0	0	0	0
48-33	Y-I	40	20	0	0	0	0
49-33	Y-I	40	20	0	0	0	0
50-33	Y-I	40	20	0	0	0	0
1-34	Y-Z	0	0	0	0	40	20
2-34	Y-Z	0	0	0	0	40	20
3-34	Y-Z	0	0	0	0	40	20
4-34	Y-Z	0	0	0	0	40	20
5-34	Y-Z	0	0	0	0	40	20
6-34	Y-Z	0	0	0	0	40	20
7-34	Y-Z	0	0	0	0	40	20
8-34	Y-Z	0	0	0	0	40	20
9-34	Y-Z	0	0	0	0	40	20
10-34	Y-Z	0	0	0	0	40	20
11-34	Y-Z	0	0	0	0	40	20
12-34	Y-Z	0	0	0	0	40	20
13-34	Y-Z	0	0	0	0	40	20
14-34	Y-Z	0	0	0	0	40	20
15-34	Y-Z	0	0	0	0	40	20
16-34	Y-Z	0	0	0	0	40	20
17-34	Y-Z	0	0	0	0	40	20
18-34	Y-Z	0	0	0	0	40	20
19-34	Y-Z	0	0	0	0	40	20
20-34	Y-Z	0	0	0	0	40	20
21-34	Y-Z	0	0	0	0	40	20
22-34	Y-Z	0	0	0	0	40	20
23-34	Y-Z	0	0	0	0	40	20
24-34	Y-Z	0	0	0	0	40	20
25-34	Y-Z	0	0	0	0	40	20
26-34	Y-Z	0	0	0	0	40	20
27-34	Y-Z	0	0	0	0	40	20
28-34	Y-Z	0	0	0	0	40	20
29-34	Y-Z	0	0	0	0	40	20
30-34	Y-Z	0	0	0	0	40	20
31-34	Y-Z	0	0	0	0	40	20
32-34	Y-Z	0	0	0	0	40	20
33-34	Y-Z	0	0	0	0	40	20
34-34	Y-Z	0	0	0	0	40	20
35-34	Y-Z	0	0	0	0	40	20
36-34	Y-Z	0	0	0	0	40	20
37-34	Y-Z	0	0	0	0	40	20
38-34	Y-Z	0	0	0	0	40	20
39-34	Y-Z	0	0	0	0	40	20
40-34	Y-Z	0	0	0	0	40	20
41-34	Y-Z	0	0	0	0	40	20
42-34	Y-Z	0	0	0	0	40	20
43-34	Y-Z	0	0	0	0	40	20
44-34	Y-Z	0	0	0	0	40	20
45-34	Y-Z	0	0	0	0	40	20
46-34	Y-Z	0	0	0	0	40	20
47-34	Y-Z	0	0	0	0	40	20
48-34	Y-Z	0	0	0	0	40	20
49-34	Y-Z	0	0	0	0	40	20
50-34	Y-Z	0	0	0	0	40	20
1-35	D-PQ	40	20	0	0	0	0
2-35	D-PQ	40	20	0	0	0	0
3-35	D-PQ	40	20	0	0	0	0
